happiness_rank,year,country,region,happiness_score,gdp_percapita,life_expectancy,family,freedom,generosity,government_corruption,total_pop,pop_density,age_pop
28,2018,Brazil,Latin America and Caribbean,6.419,0.986,0.675,1.474,0.493,0.11,0.088,206107260.5,24.6594649646931,31.8128873305284
29,2018,Argentina,Latin America and Caribbean,6.388,1.073,0.744,1.468,0.57,0.062,0.054,44654881.5,15.994957214137065,30.4912478033279
30,2018,Guatemala,Latin America and Caribbean,6.382,0.781,0.608,1.268,0.604,0.179,0.071,16845685.0,157.20124113475177,20.8958725203058
31,2018,Uruguay,Latin America and Caribbean,6.379,1.093,0.771,1.459,0.625,0.13,0.155,3394534.0,19.599378738538995,34.5294466299751
32,2018,Qatar,Middle East and Northern Africa,6.374,1.649,0.748,1.303,0.654,0.256,0.171,2761142.0,238.31710685309855,30.7866593996805
33,2018,Saudi Arabia,Middle East and Northern Africa,6.371,1.379,0.633,1.331,0.509,0.098,0.127,30365120.5,14.1253485386265,28.3197265474373
34,2018,Singapore,Southeastern Asia,6.343,1.529,1.008,1.451,0.631,0.261,0.457,5634369.5,8249.44289897511,33.9989164624612
35,2018,Malaysia,Southeastern Asia,6.322,1.161,0.669,1.258,0.356,0.311,0.059,32910966.999999996,100.17034545731242,27.8084312075911
36,2018,Spain,Western Europe,6.31,1.251,0.965,1.538,0.449,0.142,0.074,47092821.0,93.744293864486,42.7985377287991
37,2018,Colombia,Latin America and Caribbean,6.26,0.96,0.635,1.439,0.531,0.099,0.039,49024465.5,43.62822164891113,29.7268829999024
38,2018,Trinidad and Tobago,Latin America and Caribbean,6.192,1.223,0.564,1.492,0.575,0.171,0.019,1470518.5,286.65077972709554,34.28138235113
39,2018,Slovakia,Central and Eastern Europe,6.173,1.21,0.776,1.537,0.354,0.118,0.014,5443232.0,111.01160442966982,39.4016421150659
40,2018,El Salvador,Latin America and Caribbean,6.167,0.806,0.639,1.231,0.461,0.065,0.082,6219807.5,300.18375965250965,24.8960037914659
41,2018,Nicaragua,Latin America and Caribbean,6.141,0.668,0.7,1.319,0.527,0.208,0.128,6400080.0,53.18331394382583,23.6460159239096
42,2018,Poland,Central and Eastern Europe,6.123,1.176,0.781,1.448,0.546,0.108,0.064,38241070.5,124.8916389609202,39.3887656726762
43,2018,Bahrain,Middle East and Northern Africa,6.105,1.338,0.698,1.366,0.594,0.243,0.123,1497625.5,1912.676245210728,30.7314833084064
44,2018,Uzbekistan,Central and Eastern Europe,6.096,0.719,0.605,1.584,0.724,0.328,0.259,32373490.5,76.10129407616361,26.1028634321
45,2018,Kuwait,Middle East and Northern Africa,6.083,1.474,0.675,1.301,0.554,0.167,0.106,4323387.5,242.64157032214615,35.4247680850576
46,2018,Thailand,Southeastern Asia,6.072,1.016,0.707,1.417,0.637,0.364,0.029,71376078.5,139.7092886922821,37.2133024345509
47,2018,Italy,Western Europe,6.0,1.264,0.946,1.501,0.281,0.137,0.028,60277498.5,203.65739842892137,45.5711357395021
48,2018,Ecuador,Latin America and Caribbean,5.973,0.889,0.736,1.33,0.556,0.114,0.12,17049546.5,68.64852029312289,26.4676408083516
49,2018,Belize,Latin America and Caribbean,5.956,0.807,0.474,1.101,0.593,0.183,0.089,380226.5,16.669289785181938,23.9012559515242
50,2018,Lithuania,Central and Eastern Europe,5.952,1.197,0.716,1.527,0.35,0.026,0.006,2802478.0,44.75300618003545,42.9968705853741
51,2018,Slovenia,Central and Eastern Europe,5.948,1.219,0.856,1.506,0.633,0.16,0.051,2069480.5,102.76494686662032,42.8074897487114
52,2018,Romania,Central and Eastern Europe,5.945,1.116,0.726,1.219,0.528,0.088,0.001,19597872.0,85.17999269806499,41.2918218101455
53,2018,Latvia,Central and Eastern Europe,5.933,1.148,0.671,1.454,0.363,0.092,0.066,1927588.0,30.97671428801003,42.4477482054479
54,2018,Japan,Eastern Asia,5.915,1.294,0.988,1.462,0.553,0.079,0.15,126913432.5,336.79763629705116,46.8892814795596
55,2018,Mauritius,Sub-Saharan Africa,5.891,1.09,0.684,1.387,0.584,0.245,0.05,1288833.5,634.8933497536946,35.2379975057735
56,2018,Jamaica,Latin America and Caribbean,5.89,0.819,0.693,1.493,0.575,0.096,0.031,2820097.5,260.3968144044321,29.2507270557302
57,2018,"Korea, Republic of",Eastern Asia,5.875,1.266,0.955,1.204,0.244,0.175,0.051,51640894.0,521.9256945918357,41.6201397776252
58,2018,Cyprus,Middle East and Northern Africa,5.835,1.229,0.909,1.211,0.495,0.179,0.154,1270737.5,137.52570346320346,35.7161306452836
59,2018,Russia,Central and Eastern Europe,5.81,1.151,0.599,1.479,0.399,0.065,0.025,146430145.5,8.941934731574598,38.1692697284666
60,2018,Kazakhstan,Central and Eastern Europe,5.79,1.143,0.631,1.516,0.454,0.148,0.121,18932726.5,7.012900137052265,28.8823124066605
61,2018,Cyprus,Western Europe,5.762,1.229,0.909,1.191,0.423,0.202,0.035,1270737.5,137.52570346320346,35.7161306452836
62,2018,"Bolivia, Plurinational State of",Latin America and Caribbean,5.752,0.751,0.508,1.223,0.606,0.141,0.054,11508368.0,10.623465217756534,23.5360645512876
63,2018,Estonia,Central and Eastern Europe,5.739,1.2,0.737,1.532,0.553,0.086,0.174,1321964.5,30.413760180370865,41.0457801554875
64,2018,Paraguay,Latin America and Caribbean,5.681,0.835,0.615,1.522,0.541,0.162,0.074,6427381.5,15.891148263252758,24.8908483132398
65,2018,Peru,Latin America and Caribbean,5.663,0.934,0.674,1.249,0.53,0.092,0.034,31897583.5,24.918312910226344,27.9138509145813
66,2018,Kosovo,Central and Eastern Europe,5.662,0.855,0.578,1.23,0.448,0.274,0.023,1767741.0,162.10371389270978,28.7177137714432
67,2018,"Moldova, Republic of",Central and Eastern Europe,5.64,0.657,0.62,1.301,0.232,0.171,0.0,3153773.0,95.91183626300104,36.1054797153365
68,2018,Turkmenistan,Central and Eastern Europe,5.636,1.016,0.517,1.533,0.417,0.199,0.037,6655524.0,14.16279871470219,24.8978276766526
69,2018,Hungary,Central and Eastern Europe,5.62,1.171,0.732,1.401,0.259,0.061,0.022,9774393.5,107.9685573842925,41.7710482851814
70,2018,Libya,Middle East and Northern Africa,5.566,0.985,0.553,1.35,0.496,0.116,0.148,6849054.5,4.086065309706848,26.0104469960833
71,2018,Philippines,Southeastern Asia,5.524,0.775,0.513,1.312,0.643,0.12,0.105,109465286.5,364.88428833333336,23.3254549352158
72,2018,Honduras,Latin America and Caribbean,5.504,0.62,0.622,1.205,0.459,0.197,0.074,9765210.5,89.52830647083631,21.9102562677109
73,2018,Belarus,Central and Eastern Europe,5.483,1.039,0.7,1.498,0.307,0.101,0.154,9480031.0,46.72037356463457,39.0153030313039
74,2018,Turkey,Middle East and Northern Africa,5.483,1.148,0.686,1.38,0.324,0.106,0.109,84415968.5,109.687538656244,30.4502215787735
75,2018,Pakistan,Southern Asia,5.472,0.652,0.424,0.81,0.334,0.216,0.113,226928892.5,294.37641721149856,19.5167096785815
76,2018,Hong Kong,Eastern Asia,5.43,1.405,1.03,1.29,0.524,0.246,0.291,7471193.5,6798.174249317562,43.2161598862119
77,2018,Portugal,Western Europe,5.41,1.188,0.884,1.429,0.562,0.055,0.017,10325353.0,112.25039952166114,44.1707529303969
78,2018,Serbia,Central and Eastern Europe,5.398,0.975,0.685,1.369,0.288,0.134,0.043,7020019.0,91.48273300667223,42.9320597581868
79,2018,Greece,Western Europe,5.358,1.154,0.879,1.202,0.131,0.0,0.044,10730843.5,82.02754548234215,43.709705022396
80,2018,Lebanon,Middle East and Northern Africa,5.358,0.965,0.785,1.179,0.503,0.214,0.136,5984119.5,584.9579178885631,28.2664393948787
81,2018,Montenegro,Central and Eastern Europe,5.347,1.017,0.729,1.279,0.259,0.111,0.081,615795.0,44.584057341442225,37.9582385202087
82,2018,Croatia,Central and Eastern Europe,5.321,1.115,0.737,1.161,0.38,0.12,0.039,4024868.0,72.00636897094604,43.6099802620541
83,2018,Dominican Republic,Latin America and Caribbean,5.302,0.982,0.614,1.441,0.578,0.12,0.106,10782053.5,223.1800935604728,26.0758370349302
84,2018,Algeria,Middle East and Northern Africa,5.295,0.979,0.687,1.154,0.077,0.055,0.135,42505035.0,17.846211173343857,27.2299526016092
85,2018,Morocco,Middle East and Northern Africa,5.254,0.779,0.669,0.797,0.46,0.026,0.074,35839760.0,80.30419000672194,27.4921491199727
86,2018,China,Eastern Asia,5.246,0.989,0.799,1.142,0.597,0.029,0.103,1419008956.0,147.81343291666667,36.6210217267493
87,2018,Azerbaijan,Central and Eastern Europe,5.201,1.024,0.603,1.161,0.43,0.031,0.176,10039784.5,121.46173994047764,30.3286898301364
88,2018,Tajikistan,Central and Eastern Europe,5.199,0.474,0.598,1.166,0.292,0.187,0.034,9307333.0,65.04076170510133,21.1381309981999
89,2018,Macedonia,Central and Eastern Europe,5.185,0.959,0.691,1.239,0.394,0.173,0.052,1919728.5,77.05729940191868,38.3443651653961
90,2018,Jordan,Middle East and Northern Africa,5.161,0.822,0.645,1.265,0.468,0.13,0.134,10462306.0,117.82672252629682,22.5423221099809
91,2018,Nigeria,Sub-Saharan Africa,5.155,0.689,0.048,1.172,0.462,0.201,0.032,204938754.5,225.01702350758148,16.915836574754
92,2018,Kyrgyzstan,Central and Eastern Europe,5.131,0.53,0.594,1.416,0.54,0.281,0.035,6341732.0,33.06429614181439,24.3301960260885
93,2018,Bosnia and Herzegovina,Central and Eastern Europe,5.129,0.915,0.758,1.078,0.28,0.216,0.0,3387000.0,66.15622009102096,42.7712701934865
94,2018,Mongolia,Eastern Asia,5.125,0.914,0.575,1.517,0.395,0.253,0.032,3167706.0,2.033891057304164,26.2451149124229
95,2018,Viet Nam,Southeastern Asia,5.103,0.715,0.702,1.365,0.618,0.177,0.079,96237319.5,307.0662281555412,30.1748943075598
96,2018,Indonesia,Southeastern Asia,5.093,0.899,0.522,1.215,0.538,0.484,0.018,269951846.5,141.26718677963777,28.6241535262269
97,2018,Bhutan,Southern Asia,5.082,0.796,0.527,1.335,0.541,0.364,0.171,759759.0,19.788482575402405,26.4605421020029
98,2018,Somalia,Sub-Saharan Africa,4.982,0.0,0.115,0.712,0.674,0.238,0.282,15452486.5,24.631757101412312,15.1570881351413
99,2018,Cameroon,Sub-Saharan Africa,4.975,0.535,0.182,0.891,0.454,0.183,0.043,24806383.0,53.22687050745628,17.3195859240401
100,2018,Bulgaria,Central and Eastern Europe,4.933,1.054,0.712,1.515,0.359,0.064,0.009,7024745.5,64.80631665375105,43.3010791021539
101,2018,Nepal,Southern Asia,4.88,0.425,0.539,1.228,0.526,0.302,0.078,28079689.0,190.7833823659304,22.1036914168844
102,2018,"Venezuela, Bolivarian Republic of",Latin America and Caribbean,4.806,0.996,0.657,1.469,0.133,0.056,0.052,29807592.0,32.52523828489435,27.4102776174701
103,2018,Gabon,Sub-Saharan Africa,4.758,1.036,0.404,1.164,0.356,0.032,0.052,2212317.5,8.58585593976792,21.4432947950355
104,2018,Palestinian Territories,Middle East and Northern Africa,4.743,0.642,0.602,1.217,0.266,0.086,0.076,4850592.5,805.7462624584717,19.0392916750821
105,2018,South Africa,Sub-Saharan Africa,4.724,0.94,0.33,1.41,0.516,0.103,0.056,58613000.5,48.01144851832345,26.4660969052348
106,2018,"Iran, Islamic Republic of",Middle East and Northern Africa,4.707,1.059,0.691,0.771,0.459,0.282,0.129,86117998.0,52.873674904067535,30.2481787737821
107,2018,Ivory Coast,Sub-Saharan Africa,4.671,0.541,0.08,0.872,0.467,0.146,0.103,27464172.5,86.36532232704403,17.7844852532374
108,2018,Ghana,Sub-Saharan Africa,4.657,0.592,0.337,0.896,0.499,0.212,0.029,30637584.5,134.64702689636988,20.1195011664553
109,2018,Senegal,Sub-Saharan Africa,4.631,0.429,0.433,1.117,0.406,0.138,0.082,15914498.5,82.65983742793331,17.9573966369599
110,2018,Lao People's Democratic Republic,Southeastern Asia,4.623,0.72,0.441,1.034,0.626,0.23,0.174,7128045.0,30.88407712305026,22.8009982253196
111,2018,Tunisia,Middle East and Northern Africa,4.592,0.9,0.69,0.906,0.271,0.04,0.063,11765514.5,75.69654828540179,30.4100933911872
112,2018,Albania,Central and Eastern Europe,4.586,0.916,0.79,0.817,0.419,0.149,0.032,2894231.0,105.63657931235856,34.2828876720787
113,2018,Sierra Leone,Sub-Saharan Africa,4.571,0.256,0.0,0.813,0.355,0.238,0.053,7554563.0,105.30475327571789,18.2007544551297
114,2018,Congo (Brazzaville),Sub-Saharan Africa,4.559,0.682,0.343,0.811,0.514,0.091,0.077,5483118.0,16.05598243045388,18.0619145645716
115,2018,Bangladesh,Southern Asia,4.5,0.532,0.579,0.85,0.58,0.153,0.144,163523103.5,1256.2272681877544,24.2010195099788
116,2018,Sri Lanka,Southern Asia,4.471,0.918,0.672,1.314,0.585,0.307,0.05,22253118.0,354.88586237142175,31.5546055046979
117,2018,Iraq,Middle East and Northern Africa,4.456,1.01,0.536,0.971,0.304,0.148,0.095,40265624.5,92.75058162569565,19.1181444822627
118,2018,Mali,Sub-Saharan Africa,4.447,0.37,0.152,1.233,0.367,0.139,0.056,20442029.5,16.75315278768061,14.9522781812775
119,2018,Namibia,Sub-Saharan Africa,4.441,0.874,0.365,1.281,0.519,0.051,0.064,2577326.5,3.1305208371290796,20.6751460288683
120,2018,Cambodia,Southeastern Asia,4.433,0.549,0.457,1.088,0.696,0.256,0.065,16274521.5,89.89710000828569,24.4502049935849
121,2018,Burkina Faso,Sub-Saharan Africa,4.424,0.314,0.254,1.097,0.312,0.175,0.128,20438288.0,74.70134502923976,16.3004143178977
122,2018,Egypt,Middle East and Northern Africa,4.419,0.885,0.553,1.025,0.312,0.092,0.107,105682093.5,106.16514490933749,23.1659540091643
123,2018,Mozambique,Sub-Saharan Africa,4.417,0.198,0.173,0.902,0.531,0.206,0.158,29018644.5,36.90155459192757,16.0138058943215
124,2018,Kenya,Sub-Saharan Africa,4.41,0.493,0.454,1.048,0.504,0.352,0.055,50207107.5,86.45546193743026,18.2929766686454
125,2018,Zambia,Sub-Saharan Africa,4.377,0.562,0.295,1.047,0.503,0.221,0.082,17973569.0,24.177846083482425,16.5933679668082
126,2018,Mauritania,Sub-Saharan Africa,4.356,0.557,0.292,1.245,0.129,0.134,0.093,4337685.0,4.208484525080043,16.7338376940608
127,2018,Ethiopia,Sub-Saharan Africa,4.35,0.308,0.391,0.95,0.452,0.22,0.146,112664152.5,112.6641525,17.7173532522071
128,2018,Georgia,Central and Eastern Europe,4.34,0.853,0.643,0.592,0.375,0.038,0.215,3794877.0,54.61040437473018,36.2125017751635
129,2018,Armenia,Central and Eastern Europe,4.321,0.816,0.666,0.99,0.26,0.077,0.028,2909964.5,102.23315415964024,33.9380822990374
130,2018,Myanmar,Southeastern Asia,4.308,0.682,0.429,1.174,0.58,0.598,0.178,52272246.5,80.01384760213688,28.170019607378
131,2018,Chad,Sub-Saharan Africa,4.301,0.358,0.053,0.907,0.189,0.181,0.06,16156530.5,12.830789787166454,14.7682410178353
132,2018,Congo (Kinshasa),Sub-Saharan Africa,4.245,0.069,0.204,1.136,0.312,0.197,0.052,90047643.5,39.72018416003176,15.8842853252227
133,2018,India,Southern Asia,4.19,0.721,0.485,0.747,0.539,0.172,0.093,1374659064.0,462.3515698626728,26.3131309014614
134,2018,Niger,Sub-Saharan Africa,4.166,0.131,0.221,0.867,0.39,0.175,0.099,22188069.0,17.51643562011526,14.5912555371498
135,2018,Uganda,Sub-Saharan Africa,4.161,0.322,0.237,1.09,0.45,0.259,0.061,41565831.0,208.02990385722225,15.4549534698434
136,2018,Benin,Sub-Saharan Africa,4.141,0.378,0.24,0.372,0.44,0.163,0.067,12383347.5,109.820392869812,17.2455529859476
137,2018,Sudan,Sub-Saharan Africa,4.139,0.605,0.312,1.24,0.016,0.134,0.082,44230596.0,25.05914055947798,17.4997643525494
138,2018,Ukraine,Central and Eastern Europe,4.103,0.793,0.609,1.413,0.163,0.187,0.011,45208907.0,78.03788407097977,40.1578344958011
139,2018,Togo,Sub-Saharan Africa,3.999,0.259,0.253,0.474,0.434,0.158,0.101,8258778.0,151.84368450082735,18.3340298898875
140,2018,Guinea,Sub-Saharan Africa,3.964,0.344,0.211,0.792,0.394,0.185,0.094,12704774.0,51.70427315643822,17.2924607313353
141,2018,Lesotho,Sub-Saharan Africa,3.808,0.472,0.079,1.215,0.423,0.116,0.112,2183603.0,71.92368247694334,20.6879702132828
142,2018,Angola,Sub-Saharan Africa,3.795,0.73,0.269,1.125,0.0,0.079,0.061,31297155.0,25.103998556188337,16.2850237392578
143,2018,Madagascar,Sub-Saharan Africa,3.774,0.262,0.402,0.908,0.221,0.155,0.049,27494926.0,47.25878702979572,18.0627940716651
144,2018,Zimbabwe,Sub-Saharan Africa,3.692,0.357,0.248,1.094,0.406,0.132,0.099,15034452.0,38.86377665761923,17.0221314630731
145,2018,Afghanistan,Southern Asia,3.632,0.332,0.255,0.537,0.085,0.191,0.036,36743039.0,56.58904259382469,16.0508418350762
146,2018,Botswana,Sub-Saharan Africa,3.59,1.017,0.417,1.174,0.557,0.042,0.092,2299141.0,4.05685423393856,21.9442809155115
147,2018,Malawi,Sub-Saharan Africa,3.587,0.186,0.306,0.541,0.531,0.21,0.08,18528081.0,195.95652127929608,16.501867364448
148,2018,Haiti,Latin America and Caribbean,3.582,0.315,0.289,0.714,0.025,0.392,0.104,10962362.5,397.6336646233088,22.2527647613048
149,2018,Liberia,Sub-Saharan Africa,3.495,0.076,0.267,0.858,0.419,0.206,0.03,4944726.0,51.336441029900335,17.6823100398822
150,2018,Syrian Arab Republic,Middle East and Northern Africa,3.462,0.689,0.539,0.382,0.088,0.376,0.144,19577845.0,106.56929399597192,19.0673022221657
151,2018,Rwanda,Sub-Saharan Africa,3.408,0.332,0.4,0.896,0.636,0.2,0.444,12487996.0,515.8197439074762,18.6207120255476
152,2018,Yemen,Middle East and Northern Africa,3.355,0.442,0.343,1.073,0.244,0.083,0.064,34085182.0,64.55893706081785,17.9459891324421
153,2018,"Tanzania, United Republic of",Sub-Saharan Africa,3.303,0.455,0.381,0.991,0.481,0.27,0.097,57437144.5,64.84189430381247,16.7641248573051
154,2018,South Sudan,Sub-Saharan Africa,3.254,0.337,0.177,0.608,0.112,0.224,0.106,10122977.0,17.94357766291593,16.0798068137948
155,2018,Central African Republic,Sub-Saharan Africa,3.083,0.024,0.01,0.0,0.305,0.218,0.038,4878657.0,7.831161514013291,14.358545102333
156,2018,Burundi,Sub-Saharan Africa,2.905,0.091,0.145,0.627,0.065,0.149,0.076,11859446.0,457.01140655105974,15.0332766439414
1,2019,Finland,Western Europe,7.769,1.34,0.986,1.587,0.596,0.153,0.393,5521759.0,18.26105318160322,41.9740309521083
2,2019,Denmark,Western Europe,7.6,1.383,0.996,1.573,0.592,0.252,0.41,5814618.5,137.1566377317545,40.9929801104254
3,2019,Norway,Western Europe,7.554,1.488,1.028,1.582,0.603,0.271,0.341,5347730.5,17.578150782641853,38.7973102442023
4,2019,Iceland,Western Europe,7.494,1.38,1.026,1.624,0.591,0.354,0.118,360699.5,3.598251249463803,35.4542324375748
5,2019,Netherlands,Western Europe,7.488,1.396,0.999,1.522,0.557,0.322,0.298,17537507.0,520.8490095334264,41.4891900542839
6,2019,Switzerland,Western Europe,7.48,1.452,1.052,1.526,0.572,0.263,0.343,8577524.0,214.48099619923985,41.581934905769
7,2019,Sweden,Western Europe,7.343,1.387,1.009,1.487,0.574,0.267,0.373,10279125.0,25.23475475033142,39.5294816535227
8,2019,New Zealand,Australia and New Zealand,7.307,1.303,1.026,1.557,0.585,0.33,0.38,4989402.5,18.834828220140956,36.2868531135305
9,2019,Canada,North America,7.278,1.365,1.039,1.505,0.584,0.285,0.308,37782934.5,4.154935439099568,39.7878258818112
10,2019,Austria,Western Europe,7.246,1.376,1.016,1.475,0.532,0.244,0.226,8880876.0,107.62219610029206,42.4327450486761
11,2019,Australia,Australia and New Zealand,7.228,1.372,1.036,1.548,0.557,0.332,0.29,25482714.0,3.3170683258919853,36.5427894519395
12,2019,Costa Rica,Latin America and Caribbean,7.167,1.034,0.963,1.441,0.558,0.144,0.093,4999553.5,97.91526635330985,32.013822069169
13,2019,Israel,Middle East and Northern Africa,7.139,1.276,1.029,1.455,0.371,0.261,0.082,8657474.0,400.0126599824424,28.9353098470407
14,2019,Luxembourg,Western Europe,7.09,1.609,1.012,1.479,0.526,0.194,0.316,620163.0,239.44517374517375,38.4842481478782
15,2019,United Kingdom,Western Europe,7.054,1.333,0.996,1.538,0.45,0.348,0.278,67110958.0,276.471457232194,39.0908849983669
16,2019,Ireland,Western Europe,7.021,1.499,0.999,1.553,0.516,0.298,0.31,4933491.0,72.1618763438501,36.8833186362848
17,2019,Germany,Western Europe,6.985,1.373,0.987,1.454,0.495,0.261,0.265,83559186.5,239.72683756024787,44.903599356348
18,2019,Belgium,Western Europe,6.923,1.356,0.986,1.504,0.473,0.16,0.21,11490618.0,379.50386419182246,40.7351331470827
19,2019,United States,North America,6.892,1.433,0.874,1.457,0.454,0.28,0.128,337790066.5,36.92666108997197,37.0023622045719
20,2019,Czechia,Central and Eastern Europe,6.852,1.269,0.92,1.487,0.457,0.046,0.036,10554875.0,136.7158659637579,41.9627395988349
21,2019,United Arab Emirates,Middle East and Northern Africa,6.825,1.503,0.825,1.31,0.598,0.262,0.182,9377847.5,132.03772668393782,30.8340020704599
22,2019,Malta,Western Europe,6.726,1.3,0.999,1.52,0.564,0.375,0.151,504015.5,1600.0492063492063,38.8932770179651
23,2019,Mexico,Latin America and Caribbean,6.595,1.07,0.861,1.323,0.433,0.074,0.073,125762982.5,64.18941476525687,27.6162393471766
24,2019,France,Western Europe,6.592,1.324,1.045,1.472,0.436,0.111,0.183,65729459.0,119.20900105190611,41.0796511977195
25,2019,"Taiwan, Province of China",Eastern Asia,6.446,1.368,0.914,1.43,0.351,0.242,0.097,23674137.5,668.5720841570178,41.1460802056316
26,2019,Chile,Latin America and Caribbean,6.444,1.159,0.92,1.369,0.357,0.187,0.056,19197744.0,25.496569511550508,34.3283984938574
27,2019,Guatemala,Latin America and Caribbean,6.436,0.8,0.746,1.269,0.535,0.175,0.078,17103802.5,159.60995240761477,21.2148032881391
28,2019,Saudi Arabia,Middle East and Northern Africa,6.375,1.403,0.795,1.357,0.439,0.08,0.132,30472811.5,14.175444598988692,28.4037976426522
29,2019,Qatar,Middle East and Northern Africa,6.374,1.684,0.871,1.313,0.555,0.22,0.167,2797921.0,241.49154151562232,31.2061922685935
30,2019,Spain,Western Europe,6.354,1.286,1.062,1.484,0.362,0.153,0.079,47435119.0,94.42568188966348,43.138419081889
31,2019,Panama,Latin America and Caribbean,6.321,1.149,0.91,1.442,0.516,0.109,0.054,4234700.5,57.08913140191704,28.3612010641298
32,2019,Brazil,Latin America and Caribbean,6.3,1.004,0.802,1.439,0.39,0.099,0.086,207455459.5,24.820768675805866,32.2561694650033
33,2019,Uruguay,Latin America and Caribbean,6.293,1.124,0.891,1.465,0.523,0.127,0.15,3397205.5,19.614803459664195,34.7609925386943
34,2019,Singapore,Southeastern Asia,6.262,1.572,1.141,1.463,0.556,0.271,0.453,5669562.5,8300.969985358712,34.186085508214
35,2019,El Salvador,Latin America and Caribbean,6.253,0.794,0.789,1.242,0.43,0.093,0.074,6222317.5,300.30489864864865,25.2928750457677
36,2019,Italy,Western Europe,6.223,1.294,1.039,1.488,0.231,0.158,0.03,60130136.0,203.15951009375792,45.9983113614442
37,2019,Bahrain,Middle East and Northern Africa,6.199,1.362,0.871,1.368,0.536,0.255,0.11,1485670.5,1897.4080459770112,31.2099122747852
38,2019,Slovakia,Central and Eastern Europe,6.198,1.246,0.881,1.504,0.334,0.121,0.014,5450625.5,111.16239063487856,39.8045787720572
39,2019,Trinidad and Tobago,Latin America and Caribbean,6.192,1.231,0.713,1.477,0.489,0.185,0.016,1484894.0,289.4530214424951,34.7200122501381
40,2019,Poland,Central and Eastern Europe,6.182,1.206,0.884,1.438,0.483,0.117,0.05,38225884.5,124.84204295316042,39.7420879388975
41,2019,Uzbekistan,Central and Eastern Europe,6.174,0.745,0.756,1.529,0.631,0.322,0.24,32964701.0,77.49106958157029,26.3607791040578
42,2019,Lithuania,Central and Eastern Europe,6.149,1.238,0.818,1.515,0.291,0.043,0.042,2795058.0,44.6345155778413,43.1401459589165
43,2019,Colombia,Latin America and Caribbean,6.125,0.985,0.841,1.41,0.47,0.099,0.034,49907985.0,44.414489978081086,30.0840475542351
44,2019,Slovenia,Central and Eastern Europe,6.118,1.258,0.953,1.523,0.564,0.144,0.057,2083439.5,103.45811401330818,42.9733939079794
45,2019,Nicaragua,Latin America and Caribbean,6.105,0.694,0.835,1.325,0.435,0.2,0.127,6483657.0,53.8778211733422,23.9799275149907
46,2019,Kosovo,Central and Eastern Europe,6.1,0.882,0.758,1.232,0.489,0.262,0.006,1755042.0,160.93920220082532,29.2669825749741
47,2019,Argentina,Latin America and Caribbean,6.086,1.092,0.881,1.432,0.471,0.066,0.05,44973465.5,16.109070996951797,30.7625167966656
48,2019,Romania,Central and Eastern Europe,6.07,1.162,0.825,1.232,0.462,0.083,0.005,19501542.0,84.76130496010015,41.6278474299922
49,2019,Cyprus,Western Europe,6.046,1.263,1.042,1.223,0.406,0.19,0.041,1286671.5,139.25016233766237,36.1201318937624
50,2019,Ecuador,Latin America and Caribbean,6.028,0.912,0.868,1.312,0.498,0.126,0.087,17340021.5,69.8180926880335,26.8555537886132
51,2019,Kuwait,Middle East and Northern Africa,6.021,1.5,0.808,1.319,0.493,0.142,0.097,4442193.5,249.3093220338983,36.2116241917227
52,2019,Thailand,Southeastern Asia,6.008,1.05,0.828,1.409,0.557,0.359,0.028,71522271.0,139.99544128873143,37.7141762945238
53,2019,Latvia,Central and Eastern Europe,5.94,1.187,0.812,1.465,0.264,0.075,0.064,1914263.0,30.762578944831024,42.638655178743
54,2019,"Korea, Republic of",Eastern Asia,5.895,1.301,1.036,1.219,0.159,0.175,0.056,51767846.0,523.2087767704638,42.1838885334257
55,2019,Estonia,Central and Eastern Europe,5.893,1.237,0.874,1.528,0.495,0.103,0.161,1326821.5,30.525502691759076,41.2129810555045
56,2019,Jamaica,Latin America and Caribbean,5.89,0.831,0.831,1.478,0.49,0.107,0.028,2823271.0,260.6898430286242,29.7463482972062
57,2019,Mauritius,Sub-Saharan Africa,5.888,1.12,0.798,1.402,0.498,0.215,0.06,1286270.0,633.6305418719212,35.594207373941
58,2019,Japan,Eastern Asia,5.886,1.327,1.088,1.419,0.445,0.069,0.14,126699423.5,336.22970803345856,47.2624000980899
59,2019,Honduras,Latin America and Caribbean,5.86,0.642,0.828,1.236,0.507,0.246,0.078,9943633.5,91.16410418614883,22.2445936219684
60,2019,Kazakhstan,Central and Eastern Europe,5.809,1.173,0.729,1.508,0.41,0.146,0.096,19209555.0,7.115440604511613,29.0626087769612
61,2019,"Bolivia, Plurinational State of",Latin America and Caribbean,5.779,0.776,0.706,1.209,0.511,0.137,0.064,11671385.5,10.77394795702379,23.7999764302735
62,2019,Hungary,Central and Eastern Europe,5.758,1.201,0.828,1.41,0.199,0.081,0.02,9770346.5,107.92385397105932,42.117614410875
63,2019,Paraguay,Latin America and Caribbean,5.743,0.855,0.777,1.475,0.514,0.184,0.08,6515058.0,16.107920872861055,25.2154376020512
64,2019,Cyprus,Middle East and Northern Africa,5.718,1.263,1.042,1.252,0.417,0.191,0.162,1286671.5,139.25016233766237,36.1201318937624
65,2019,Peru,Latin America and Caribbean,5.697,0.96,0.854,1.274,0.455,0.083,0.027,32449303.0,25.349314811661092,28.2205835006159
66,2019,Portugal,Western Europe,5.693,1.221,0.999,1.431,0.508,0.047,0.025,10343213.0,112.44456161330652,44.6038102274917
